0.36 27601044
0.30 28400669
0.40 27605097
0.46 26701148
0.50 23569885
0.56 21947277
0.60 23723101
0.66 22146170
0.70 20359430
0.76 19029077
0.80 17704540
0.86 15572947
0.90 14858398
0.96 12462805
1.00 9993489
1.06 9968546
1.20 6162571
0.35625 28585683
0.4125 27918622
0.46875 26703873
0.525 25709978
0.58125 24588819
0.6375 23245060
0.69375 21568485
0.75 19403103
0.80625 17536191
0.8625 15665804
0.91875 13972259
0.975 12332586
1.03125 10838532
1.0875 9282915
1.14375 8064957
