0.3 1.03007 4
0.35625 1.05102 5
0.36 1.05277 5
0.4125 1.07881 8
0.46 1.11231 10
0.46875 1.11783 10
0.4 1.07229 5
0.525 1.16654 18
0.5 1.14141 14
0.56 1.20697 21
0.58125 1.23257 24
0.66 1.34859 36
0.6375 1.31251 34
0.69375 1.41108 63
0.7 1.42319 63
0.75 1.54415 187
0.76 1.57344 188
0.80625 1.70979 647
0.8625 1.90511 969
0.86 1.8938 950
0.91875 2.13623 1262
0.96 2.33265 1497
0.975 2.41394 1584
0.9 2.05108 1189
1.03125 2.73196 2031
1.06 2.92665 2412
1.0 2.55896 1734
1.14375 3.59305 5866
1.2 4.13242 6800
