pi0_count	pi+_count	kaon0_count	kaon+_count	proton_count	neutron_count
pi0_mass	pi+_mass	kaon0_mass	kaon+_mass	proton_mass	neutron_mass
pi0_pt	pi+_pt	kaon0_pt	kaon+_pt	proton_pt	neutron_pt
473 373 0 50 184 255
0.135 0.139603 0 0.493598 0.939378 0.939835
0.350533 0.344951 0 0.493643 0.176103 0.12824
571 478 0 55 195 247
0.135001 0.139595 0 0.493601 0.939345 0.939818
0.342222 0.341169 0 0.528026 0.220694 0.178618
394 345 0 55 177 256
0.135008 0.139605 0 0.493599 0.939482 0.939838
0.350435 0.38568 0 0.496065 0.148544 0.134534
593 522 0 67 198 254
0.134998 0.139597 0 0.4936 0.939265 0.939823
0.346301 0.380411 0 0.474175 0.198635 0.166554
544 463 0 58 197 255
0.135003 0.139601 0 0.493609 0.9397 0.939809
0.326021 0.360643 0 0.459534 0.227966 0.171841
493 415 0 37 192 251
0.134998 0.139596 0 0.493599 0.939496 0.939833
0.327143 0.349672 0 0.480375 0.17377 0.157414
450 425 0 53 180 253
0.134998 0.139605 0 0.493597 0.939386 0.939827
0.3444 0.355187 0 0.566922 0.175558 0.163493
629 533 0 64 213 245
0.135009 0.139599 0 0.493601 0.939176 0.939827
0.333808 0.348304 0 0.421789 0.28517 0.151991
415 365 0 40 180 255
0.135002 0.139606 0 0.493598 0.939385 0.939839
0.329417 0.34418 0 0.394348 0.173315 0.108192
424 390 0 46 175 256
0.135002 0.1396 0 0.4936 0.939537 0.939821
0.370858 0.350072 0 0.465476 0.123722 0.146249
389 350 0 44 192 242
0.134978 0.139585 0 0.493597 0.939427 0.939849
0.374903 0.415307 0 0.443321 0.175747 0.137572
537 432 0 58 196 242
0.135001 0.1396 0 0.493603 0.939275 0.939836
0.37141 0.369356 0 0.381443 0.230313 0.152607
490 395 0 61 186 245
0.135 0.139601 0 0.493597 0.939354 0.939851
0.343639 0.385363 0 0.500147 0.202212 0.148473
583 480 0 64 200 244
0.134994 0.139602 0 0.4936 0.939236 0.93983
0.341659 0.34996 0 0.460036 0.272599 0.140708
661 543 0 53 202 263
0.135 0.139601 0 0.493599 0.93923 0.939797
0.322319 0.378561 0 0.42728 0.246586 0.230486
551 486 0 62 197 256
0.135 0.139604 0 0.4936 0.939318 0.939818
0.345079 0.361275 0 0.479476 0.189809 0.180833
594 526 0 47 201 255
0.134996 0.139601 0 0.4936 0.939327 0.939825
0.340022 0.369449 0 0.509749 0.222298 0.177149
397 334 0 34 183 249
0.134994 0.139599 0 0.4936 0.939385 0.939826
0.345685 0.359275 0 0.365512 0.161222 0.13908
355 327 0 34 177 240
0.134999 0.139599 0 0.493601 0.9394 0.939851
0.373623 0.353762 0 0.447794 0.17393 0.0984985
499 434 0 52 177 268
0.135003 0.139602 0 0.493603 0.93935 0.939816
0.315994 0.357298 0 0.552227 0.212106 0.207268
624 588 0 60 202 258
0.134998 0.1396 0 0.493601 0.939253 0.939812
0.354276 0.363796 0 0.441285 0.247903 0.188792
589 509 0 73 189 260
0.135001 0.139601 0 0.493618 0.939338 0.93981
0.343343 0.369985 0 0.468736 0.201734 0.21031
515 431 0 47 192 254
0.134999 0.139597 0 0.4936 0.939318 0.939826
0.358553 0.386874 0 0.498091 0.175361 0.152166
754 649 0 80 189 266
0.135003 0.139603 0 0.493602 0.939172 0.939805
0.348896 0.350401 0 0.448122 0.264599 0.212282
466 411 0 53 187 257
0.135007 0.139599 0 0.493599 0.939346 0.939835
0.325561 0.356937 0 0.491303 0.177918 0.154092
427 378 0 37 181 251
0.134999 0.139604 0 0.493594 0.939411 0.939832
0.337511 0.36997 0 0.452534 0.172047 0.159349
529 468 0 67 185 258
0.134998 0.139597 0 0.493599 0.939749 0.939834
0.33936 0.359666 0 0.516655 0.215852 0.178911
570 492 0 65 184 258
0.134996 0.139599 0 0.493603 0.939401 0.939801
0.337925 0.354456 0 0.558985 0.232712 0.210448
415 393 0 45 173 265
0.135002 0.139597 0 0.493593 0.939424 0.939828
0.34 0.38613 0 0.506184 0.162539 0.126705
683 621 0 55 205 268
0.135009 0.139597 0 0.493601 0.939185 0.939776
0.341553 0.37931 0 0.462891 0.264049 0.220041
612 525 0 70 199 251
0.134998 0.139606 0 0.4936 0.939192 0.939827
0.32368 0.361726 0 0.495323 0.252021 0.158535
454 405 0 56 172 261
0.134992 0.139602 0 0.493593 0.939464 0.939817
0.324128 0.346889 0 0.474976 0.156868 0.197377
593 484 0 64 192 255
0.134998 0.139604 0 0.493601 0.939335 0.939825
0.362999 0.362554 0 0.492864 0.212295 0.171767
464 408 0 36 193 239
0.135004 0.139606 0 0.4936 0.939312 0.939841
0.325248 0.35014 0 0.37166 0.199222 0.133886
907 751 0 95 228 263
0.134998 0.139603 0 0.4936 0.939098 0.939789
0.350623 0.356305 0 0.4916 0.329348 0.284142
629 545 0 62 200 256
0.135002 0.139597 0 0.493601 0.939233 0.939819
0.340643 0.367993 0 0.465287 0.219112 0.203575
572 504 0 69 196 246
0.134993 0.13961 0 0.493598 0.939297 0.939828
0.370345 0.364025 0 0.451795 0.242782 0.200306
422 361 0 30 185 245
0.135003 0.139604 0 0.49361 0.939411 0.939839
0.356096 0.361365 0 0.511597 0.16941 0.10998
370 317 0 32 180 245
0.135001 0.139595 0 0.493607 0.940629 0.939861
0.342397 0.348368 0 0.45104 0.161026 0.109955
423 356 0 40 179 241
0.134991 0.139596 0 0.493603 0.939476 0.93986
0.337608 0.369884 0 0.476423 0.173027 0.112471
663 567 0 81 194 266
0.134997 0.139595 0 0.493599 0.939251 0.9398
0.369912 0.370733 0 0.514876 0.219606 0.228015
408 347 0 48 179 244
0.134999 0.139603 0 0.493606 0.939486 0.939834
0.332318 0.354753 0 0.431841 0.137103 0.120847
604 514 0 59 196 249
0.135001 0.139603 0 0.493603 0.93928 0.939817
0.343918 0.358679 0 0.461046 0.235226 0.199483
512 406 0 44 180 250
0.135018 0.139597 0 0.493606 0.939378 0.939828
0.330222 0.360757 0 0.443963 0.197007 0.123771
425 339 0 37 179 255
0.135 0.139607 0 0.493599 0.939349 0.939826
0.319032 0.344858 0 0.446977 0.18244 0.167814
395 351 0 32 175 245
0.134997 0.139602 0 0.493601 0.939524 0.939851
0.320132 0.34485 0 0.445439 0.137651 0.129594
579 471 0 55 197 243
0.134999 0.139595 0 0.493595 0.939348 0.939839
0.345117 0.368579 0 0.459229 0.213196 0.182257
761 675 0 68 200 274
0.135004 0.139599 0 0.493601 0.939172 0.939791
0.343106 0.355579 0 0.472889 0.288563 0.291517
387 303 0 40 190 232
0.134994 0.139585 0 0.493566 0.939403 0.939863
0.328374 0.350431 0 0.411348 0.164418 0.0834696
840 790 0 91 212 263
0.135001 0.139599 0 0.493601 0.939145 0.939794
0.359255 0.373365 0 0.456875 0.265836 0.2253
443 420 0 40 184 260
0.135002 0.139597 0 0.493601 0.939347 0.939821
0.324315 0.340161 0 0.452416 0.175202 0.15901
698 616 0 71 210 260
0.135003 0.139602 0 0.493601 0.939168 0.939783
0.352421 0.359412 0 0.459239 0.257198 0.214372
463 395 0 48 184 243
0.13501 0.139598 0 0.4936 0.939389 0.939826
0.320726 0.355223 0 0.403312 0.174278 0.143532
524 430 0 56 192 261
0.134998 0.139599 0 0.4936 0.939509 0.939811
0.352894 0.355098 0 0.497317 0.237628 0.181499
749 641 0 74 191 264
0.135005 0.139606 0 0.493597 0.939219 0.939788
0.33311 0.36611 0 0.506797 0.228146 0.206495
393 339 0 47 189 238
0.135006 0.139604 0 0.493596 0.939438 0.939852
0.319316 0.362841 0 0.41071 0.159947 0.124728
421 371 0 53 192 246
0.13501 0.139598 0 0.493599 0.939676 0.939835
0.350621 0.340497 0 0.395562 0.204645 0.115967
538 460 0 48 203 248
0.135004 0.139598 0 0.493591 0.939245 0.939838
0.355592 0.374392 0 0.447658 0.241882 0.151395
383 337 0 45 171 256
0.135004 0.139603 0 0.493592 0.939525 0.939826
0.330805 0.362583 0 0.481681 0.123972 0.138812
505 413 0 46 195 243
0.134999 0.139598 0 0.493605 0.939312 0.939848
0.34471 0.325951 0 0.442201 0.219107 0.0993835
459 408 0 61 185 256
0.135003 0.1396 0 0.493599 0.93933 0.939841
0.356355 0.345592 0 0.481521 0.210221 0.119682
564 511 0 47 194 258
0.134982 0.139602 0 0.493603 0.939266 0.939809
0.361976 0.364846 0 0.410099 0.225618 0.178601
526 449 0 41 187 259
0.135001 0.139603 0 0.493602 0.939293 0.93981
0.338277 0.349701 0 0.513338 0.216929 0.158247
376 329 0 44 186 243
0.134991 0.139596 0 0.493599 0.939395 0.939851
0.333447 0.377015 0 0.402366 0.155262 0.0996199
356 296 0 37 181 239
0.135009 0.1396 0 0.493598 0.939468 0.939862
0.33686 0.365463 0 0.45635 0.134204 0.0992003
394 353 0 38 174 256
0.135001 0.139601 0 0.4936 0.939492 0.939833
0.357865 0.377853 0 0.38447 0.154163 0.185168
432 385 0 39 201 251
0.135005 0.139598 0 0.493599 0.939176 0.939835
0.325827 0.353105 0 0.4641 0.219722 0.145989
522 470 0 53 190 250
0.135 0.139601 0 0.493603 0.939366 0.939842
0.337192 0.401481 0 0.486618 0.19023 0.169566
700 640 0 67 200 259
0.135003 0.139599 0 0.493601 0.939308 0.939807
0.343966 0.348549 0 0.527881 0.265632 0.242025
576 501 0 67 207 247
0.134998 0.139595 0 0.4936 0.939241 0.939809
0.317957 0.36239 0 0.495009 0.244478 0.190948
697 646 0 88 194 268
0.135 0.139599 0 0.493601 0.939223 0.939794
0.326708 0.366161 0 0.518759 0.248707 0.228531
528 460 0 62 184 256
0.134993 0.1396 0 0.4936 0.939352 0.939824
0.332759 0.353016 0 0.442231 0.197846 0.178279
411 352 0 49 193 250
0.135001 0.139598 0 0.493602 0.939339 0.939844
0.35448 0.36137 0 0.510153 0.190326 0.144296
517 430 0 43 184 274
0.134999 0.139597 0 0.493584 0.939359 0.93981
0.356916 0.367881 0 0.497086 0.195227 0.166106
738 610 0 64 212 265
0.134994 0.139602 0 0.4936 0.939101 0.939799
0.354262 0.363738 0 0.428535 0.27032 0.223272
643 619 0 62 206 244
0.135002 0.139602 0 0.493601 0.939212 0.939815
0.323406 0.373698 0 0.486016 0.264166 0.179254
592 512 0 59 194 277
0.135 0.139601 0 0.493592 0.939276 0.939795
0.352171 0.381552 0 0.425664 0.240753 0.209025
421 420 0 35 181 257
0.134997 0.139606 0 0.493577 0.939374 0.939815
0.325217 0.357444 0 0.389633 0.175621 0.153131
245 242 0 28 163 248
0.13499 0.139603 0 0.493612 0.939618 0.93985
0.333609 0.353993 0 0.492003 0.0882616 0.106014
464 449 0 46 185 247
0.134999 0.139602 0 0.493598 0.93938 0.939835
0.316835 0.374918 0 0.538068 0.209176 0.134958
378 375 0 45 178 249
0.135009 0.139605 0 0.493602 0.939416 0.939835
0.335392 0.346234 0 0.45546 0.17012 0.13987
275 253 0 37 175 243
0.134998 0.1396 0 0.493599 0.939549 0.939861
0.323124 0.357918 0 0.506622 0.127414 0.0886173
606 528 0 55 190 256
0.134997 0.139596 0 0.4936 0.939318 0.939827
0.355902 0.365277 0 0.489142 0.206814 0.19503
511 445 0 47 198 252
0.135002 0.139599 0 0.493602 0.939278 0.939817
0.339495 0.369275 0 0.496753 0.224085 0.145312
508 500 0 64 201 250
0.134999 0.139596 0 0.493601 0.939314 0.939811
0.361369 0.380539 0 0.429239 0.210024 0.184995
346 288 0 42 189 243
0.134997 0.139593 0 0.49361 0.939377 0.939871
0.329285 0.328891 0 0.422053 0.182582 0.100826
763 692 0 74 223 259
0.134997 0.139595 0 0.493601 0.939059 0.939794
0.348746 0.367699 0 0.439468 0.298996 0.223433
356 356 0 35 178 251
0.134994 0.139588 0 0.493598 0.939423 0.939827
0.339144 0.358106 0 0.492006 0.175139 0.140241
500 416 0 41 178 267
0.134998 0.139604 0 0.493601 0.939354 0.939811
0.335116 0.372669 0 0.531962 0.174646 0.172799
334 311 0 36 186 231
0.134995 0.139596 0 0.493601 0.939405 0.939836
0.329399 0.361763 0 0.4785 0.155709 0.10949
374 332 0 34 174 251
0.13502 0.1396 0 0.493606 0.939501 0.939835
0.329698 0.371976 0 0.478871 0.121525 0.132116
610 568 0 65 189 268
0.134999 0.139598 0 0.493602 0.939207 0.940129
0.347233 0.362201 0 0.477204 0.225396 0.208278
355 352 0 38 182 251
0.135014 0.139606 0 0.493598 0.939422 0.939827
0.352511 0.344143 0 0.479692 0.166869 0.13493
454 376 0 47 196 241
0.134993 0.139601 0 0.4936 0.939283 0.939846
0.33743 0.379873 0 0.448439 0.219476 0.140541
764 618 0 76 198 257
0.134999 0.139602 0 0.493597 0.939168 0.939799
0.328528 0.369668 0 0.526039 0.26086 0.227027
379 341 0 35 178 244
0.134993 0.139612 0 0.493603 0.939416 0.939846
0.329169 0.355671 0 0.545321 0.166107 0.107215
371 318 0 41 174 249
0.134997 0.139593 0 0.493589 0.939486 0.939849
0.346399 0.352663 0 0.511849 0.158172 0.123096
636 586 0 74 185 272
0.135001 0.139594 0 0.493598 0.939231 0.939803
0.354836 0.347572 0 0.474861 0.239354 0.185015
644 561 0 62 186 255
0.135 0.139597 0 0.493597 0.939328 0.939818
0.35298 0.374078 0 0.430087 0.219472 0.170702
577 485 0 57 195 258
0.134994 0.139594 0 0.493602 0.939288 0.939814
0.352133 0.365904 0 0.585603 0.217955 0.170768
580 523 0 56 193 246
0.13499 0.139604 0 0.493603 0.93924 0.939815
0.345623 0.36423 0 0.455085 0.225431 0.160392
606 578 0 76 192 271
0.134999 0.139602 0 0.4936 0.939179 0.939795
0.333604 0.360306 0 0.509746 0.298686 0.213717
437 394 0 51 175 262
0.135005 0.139604 0 0.493596 0.939401 0.939827
0.349267 0.384492 0 0.447497 0.182701 0.146937
416 376 0 48 174 260
0.135003 0.1396 0 0.4936 0.939481 0.939826
0.321787 0.347735 0 0.464188 0.172358 0.162322
584 477 0 53 186 259
0.134997 0.1396 0 0.4936 0.939341 0.939832
0.332169 0.347165 0 0.58078 0.190531 0.176397
486 458 0 60 192 252
0.135 0.1396 0 0.493602 0.93936 0.939825
0.349628 0.367876 0 0.474518 0.171059 0.155531
448 366 0 49 187 241
0.134999 0.139603 0 0.493604 0.939395 0.939837
0.339792 0.329149 0 0.43664 0.168443 0.13706
404 345 0 36 184 242
0.135002 0.139604 0 0.4936 0.939423 0.939841
0.332102 0.38682 0 0.413659 0.18966 0.117669
489 420 0 46 194 252
0.135001 0.139595 0 0.493599 0.939341 0.939835
0.321985 0.375078 0 0.449326 0.202858 0.15471
540 527 0 60 192 255
0.134996 0.139606 0 0.493595 0.93929 0.939805
0.332068 0.359699 0 0.460987 0.185895 0.159691
500 462 0 44 196 262
0.135005 0.139598 0 0.4936 0.93932 0.93983
0.347845 0.381949 0 0.553632 0.206328 0.192982
590 551 0 79 191 266
0.135002 0.1396 0 0.493602 0.939241 0.939806
0.347762 0.36068 0 0.555184 0.271349 0.231645
503 467 0 67 175 260
0.134995 0.139606 0 0.4936 0.939348 0.939814
0.315989 0.34835 0 0.483864 0.197139 0.184464
596 524 0 82 204 255
0.135001 0.139602 0 0.493602 0.939253 0.939798
0.333664 0.369921 0 0.512437 0.226387 0.213594
488 462 0 61 190 254
0.134993 0.139601 0 0.493605 0.939328 0.93982
0.319854 0.375197 0 0.471404 0.161024 0.180942
566 529 0 72 186 270
0.134994 0.139601 0 0.493592 0.939196 0.939816
0.35624 0.380726 0 0.455881 0.265982 0.180564
447 363 0 52 176 250
0.135004 0.139599 0 0.493601 0.939424 0.939851
0.329856 0.387521 0 0.496404 0.15815 0.126426
497 414 0 48 185 261
0.135006 0.139596 0 0.4936 0.939386 0.939804
0.344147 0.363151 0 0.500151 0.170068 0.2236
584 523 0 53 197 261
0.135004 0.139601 0 0.49359 0.939219 0.939814
0.319447 0.358569 0 0.44499 0.226619 0.168054
414 327 0 36 186 250
0.135002 0.139604 0 0.493598 0.93942 0.939847
0.340018 0.371311 0 0.53568 0.183442 0.133489
504 413 0 48 200 258
0.135007 0.139608 0 0.493601 0.939257 0.939813
0.331282 0.376912 0 0.469763 0.232003 0.183945
519 466 0 72 183 256
0.135005 0.1396 0 0.493599 0.939373 0.939806
0.313065 0.365124 0 0.472074 0.212216 0.170413
471 372 0 44 185 249
0.135001 0.139601 0 0.493605 0.939286 0.939833
0.327745 0.345994 0 0.411558 0.221074 0.148176
799 663 0 82 198 273
0.134997 0.139602 0 0.493596 0.93917 0.939781
0.324039 0.352735 0 0.476395 0.274745 0.252401
406 393 0 44 187 236
0.135001 0.139592 0 0.4936 0.939386 0.939835
0.360035 0.367739 0 0.434269 0.160251 0.121105
470 420 0 54 191 252
0.135005 0.1396 0 0.493601 0.939365 0.939833
0.355238 0.37102 0 0.503941 0.19377 0.155821
614 518 0 62 186 258
0.135006 0.139602 0 0.493601 0.939235 0.939828
0.329644 0.375607 0 0.450344 0.240378 0.157111
498 420 0 62 201 240
0.135004 0.139607 0 0.493595 0.939332 0.939836
0.388827 0.400047 0 0.396805 0.210713 0.151393
587 534 0 63 198 249
0.134999 0.139601 0 0.493602 0.939236 0.939821
0.335184 0.360047 0 0.494994 0.253024 0.180717
426 400 0 57 187 251
0.135012 0.13961 0 0.493601 0.939375 0.939825
0.33253 0.363444 0 0.514353 0.203715 0.166347
416 381 0 47 187 245
0.134999 0.1396 0 0.493598 0.939367 0.939841
0.327442 0.38418 0 0.448435 0.183471 0.136783
583 524 0 60 201 254
0.135 0.139603 0 0.493612 0.939252 0.939816
0.339611 0.367604 0 0.456689 0.208725 0.169717
596 562 0 57 194 250
0.134997 0.139597 0 0.493605 0.939249 0.939841
0.354632 0.352835 0 0.453831 0.220724 0.175408
466 389 0 50 195 245
0.135005 0.139602 0 0.493599 0.939322 0.939844
0.347646 0.342601 0 0.485912 0.198716 0.187899
567 506 0 68 214 237
0.134998 0.139596 0 0.493601 0.93919 0.939826
0.361015 0.369868 0 0.493886 0.233997 0.162192
604 485 0 61 186 255
0.135003 0.139605 0 0.493603 0.939243 0.939806
0.351193 0.355433 0 0.531311 0.248926 0.170143
456 405 0 36 188 257
0.135008 0.139599 0 0.493597 0.939546 0.93983
0.315846 0.370001 0 0.504611 0.146031 0.167161
403 344 0 51 172 251
0.135004 0.139597 0 0.493593 0.939436 0.939839
0.331745 0.366079 0 0.445908 0.16815 0.150506
599 510 0 66 202 251
0.135 0.139604 0 0.493597 0.939244 0.939962
0.342699 0.369779 0 0.498798 0.2441 0.171641
505 471 0 59 198 244
0.134996 0.139605 0 0.493565 0.939232 0.939814
0.318399 0.353001 0 0.467259 0.208141 0.162196
804 694 0 66 213 261
0.135009 0.139599 0 0.493601 0.939103 0.939803
0.336136 0.37062 0 0.47141 0.27788 0.202049
648 568 0 79 197 257
0.135002 0.139595 0 0.493595 0.939191 0.939803
0.359209 0.354805 0 0.460431 0.250811 0.18028
605 571 0 74 195 266
0.135 0.139594 0 0.493602 0.939188 0.939797
0.34734 0.366983 0 0.494141 0.227125 0.201753
558 535 0 69 203 253
0.134999 0.139596 0 0.493603 0.939262 0.939804
0.340592 0.36398 0 0.447346 0.183445 0.201708
665 639 0 67 193 266
0.134999 0.1396 0 0.493602 0.939197 0.939791
0.360568 0.36221 0 0.462445 0.252649 0.24766
652 531 0 57 199 244
0.134995 0.139602 0 0.493601 0.939193 0.939821
0.33957 0.365986 0 0.457616 0.232593 0.172548
449 386 0 49 190 258
0.134991 0.139589 0 0.493598 0.939331 0.939822
0.352171 0.376354 0 0.384487 0.23859 0.175902
661 564 0 72 209 266
0.135 0.139597 0 0.493598 0.939182 0.939793
0.318041 0.372669 0 0.461488 0.256529 0.189127
433 395 0 38 190 256
0.135003 0.139596 0 0.4936 0.939345 0.939847
0.331775 0.356001 0 0.542365 0.219706 0.163332
579 518 0 67 208 243
0.134999 0.139601 0 0.493601 0.939288 0.939828
0.339793 0.371088 0 0.440111 0.214126 0.153148
569 513 0 55 197 256
0.134996 0.139596 0 0.493621 0.93933 0.939802
0.333331 0.38561 0 0.412496 0.179196 0.18967
499 452 0 58 173 250
0.135 0.139597 0 0.493601 0.939969 0.939842
0.357159 0.372169 0 0.542416 0.16247 0.166275
519 461 0 63 189 256
0.134998 0.139595 0 0.493598 0.939348 0.939798
0.352422 0.347919 0 0.472806 0.173825 0.198343
410 401 0 47 191 242
0.135004 0.139603 0 0.493604 0.939329 0.939832
0.325301 0.348564 0 0.525697 0.219092 0.1463
519 435 0 56 190 248
0.135002 0.139598 0 0.493577 0.939352 0.939821
0.348306 0.350875 0 0.497412 0.173562 0.165855
699 608 0 81 195 270
0.134999 0.139598 0 0.49359 0.939219 0.939794
0.355842 0.358562 0 0.489066 0.212181 0.252578
586 532 0 73 177 267
0.134999 0.139603 0 0.493598 0.939279 0.939803
0.338753 0.355991 0 0.46868 0.207332 0.199699
313 300 0 42 172 246
0.135008 0.139601 0 0.493603 0.939533 0.93985
0.332975 0.360665 0 0.409309 0.119784 0.13049
573 486 0 49 194 257
0.134993 0.139598 0 0.493602 0.93929 0.939819
0.35421 0.346321 0 0.383054 0.209161 0.181303
404 353 0 52 178 252
0.134999 0.139598 0 0.493597 0.939474 0.939846
0.316786 0.374452 0 0.529268 0.192973 0.122192
622 515 0 70 185 270
0.135003 0.139601 0 0.493607 0.93932 0.939819
0.343224 0.351366 0 0.505634 0.206642 0.178226
443 382 0 52 180 245
0.134999 0.139602 0 0.493602 0.939412 0.939836
0.348593 0.359479 0 0.45602 0.143444 0.122904
532 466 0 46 196 244
0.135004 0.139601 0 0.493593 0.939297 0.939829
0.33796 0.363438 0 0.506927 0.191449 0.155728
638 573 0 75 208 253
0.135002 0.139598 0 0.4936 0.939224 0.939804
0.334153 0.375366 0 0.431249 0.238792 0.195402
516 442 0 54 184 255
0.135001 0.139595 0 0.493606 0.9393 0.93983
0.339683 0.350857 0 0.51094 0.230659 0.150054
487 433 0 69 184 256
0.134999 0.139609 0 0.493599 0.939263 0.939809
0.345693 0.348801 0 0.489661 0.2096 0.149312
464 430 0 55 183 259
0.134981 0.139598 0 0.493599 0.939323 0.939832
0.355946 0.37064 0 0.525123 0.190434 0.161432
389 383 0 50 183 242
0.135006 0.139607 0 0.493597 0.939381 0.939838
0.356131 0.358291 0 0.455696 0.165677 0.12195
874 808 0 87 197 272
0.134999 0.139601 0 0.4936 0.939096 0.93978
0.345529 0.364591 0 0.49843 0.286033 0.239662
449 357 0 39 186 239
0.134999 0.139596 0 0.493599 0.93946 0.939861
0.34624 0.345972 0 0.446788 0.162097 0.119101
532 468 0 55 181 271
0.134999 0.139603 0 0.493596 0.939331 0.939817
0.345319 0.373223 0 0.547142 0.206814 0.185793
663 605 0 74 200 257
0.135003 0.139598 0 0.4936 0.939213 0.939779
0.333431 0.359477 0 0.482508 0.256526 0.192966
537 474 0 52 193 268
0.135005 0.139595 0 0.493597 0.939286 0.939824
0.330154 0.376212 0 0.485915 0.196203 0.169715
441 415 0 50 185 242
0.134992 0.139606 0 0.493598 0.939363 0.939836
0.340036 0.365297 0 0.485548 0.17567 0.132054
667 618 0 59 196 274
0.134993 0.139606 0 0.493601 0.939217 0.939786
0.355669 0.359954 0 0.484509 0.209004 0.244508
501 436 0 62 171 255
0.134994 0.139597 0 0.493603 0.939381 0.939835
0.348315 0.37214 0 0.449304 0.169124 0.160305
381 359 0 45 192 239
0.135009 0.139599 0 0.493601 0.939404 0.939853
0.380983 0.377045 0 0.387127 0.164003 0.130633
615 505 0 63 195 258
0.134999 0.139602 0 0.493595 0.939304 0.939838
0.338975 0.384212 0 0.469408 0.200537 0.177166
419 351 0 44 185 252
0.134997 0.139604 0 0.4936 0.939431 0.939827
0.332472 0.360233 0 0.439191 0.159571 0.143891
478 437 0 45 177 255
0.134996 0.139601 0 0.493598 0.939292 0.940249
0.348274 0.365478 0 0.384405 0.165092 0.150128
624 577 0 65 193 265
0.135008 0.1396 0 0.493606 0.939313 0.939804
0.340119 0.363132 0 0.480279 0.197301 0.210188
468 412 0 50 187 261
0.135002 0.139597 0 0.493601 0.939349 0.939828
0.312801 0.368895 0 0.436491 0.204789 0.159278
515 443 0 65 190 252
0.134997 0.139599 0 0.493594 0.939307 0.939827
0.334479 0.364583 0 0.48339 0.187513 0.159254
508 473 0 47 177 252
0.134991 0.1396 0 0.493601 0.939406 0.939826
0.354782 0.363562 0 0.438531 0.1559 0.159137
446 387 0 42 184 250
0.135003 0.139596 0 0.493599 0.939401 0.939841
0.35066 0.350704 0 0.470798 0.164508 0.137945
422 385 0 44 190 242
0.134999 0.139602 0 0.4936 0.939367 0.939843
0.321807 0.361423 0 0.416204 0.180687 0.127118
547 471 0 62 199 252
0.134999 0.139599 0 0.493601 0.939254 0.939824
0.351698 0.370082 0 0.587768 0.209541 0.165488
544 461 0 58 187 248
0.135 0.139593 0 0.4936 0.939228 0.939831
0.342429 0.369972 0 0.418302 0.217012 0.1593
635 559 0 71 191 268
0.134987 0.139582 0 0.493599 0.939243 0.939798
0.317542 0.376251 0 0.495065 0.227531 0.229958
418 345 0 37 177 250
0.134994 0.139598 0 0.493605 0.939489 0.939843
0.319422 0.3567 0 0.517015 0.132285 0.133105
749 644 0 76 204 265
0.134998 0.1396 0 0.493589 0.939188 0.939777
0.343149 0.393103 0 0.508156 0.266351 0.237177
498 440 0 60 190 257
0.134999 0.1396 0 0.493599 0.939334 0.939813
0.33882 0.345274 0 0.567956 0.222438 0.178814
413 391 0 41 179 252
0.135009 0.139593 0 0.493594 0.939493 0.939839
0.331048 0.358384 0 0.437206 0.146742 0.163766
466 392 0 42 194 242
0.135007 0.139615 0 0.493612 0.939272 0.939837
0.344738 0.351338 0 0.502344 0.193133 0.152072
672 618 0 60 196 269
0.135001 0.139598 0 0.493598 0.939221 0.939789
0.334574 0.407179 0 0.460828 0.218159 0.221137
512 417 0 54 179 251
0.134998 0.139599 0 0.493594 0.939427 0.939841
0.325599 0.339646 0 0.437231 0.143919 0.118275
692 585 0 74 208 264
0.134998 0.139603 0 0.493603 0.939145 0.939801
0.366372 0.363078 0 0.513015 0.267798 0.211756
495 455 0 52 180 255
0.135001 0.139606 0 0.493599 0.939382 0.939829
0.361343 0.372379 0 0.437652 0.186536 0.162757
507 470 0 44 193 250
0.134999 0.139599 0 0.493602 0.939394 0.939818
0.368718 0.365413 0 0.508985 0.160184 0.180526
528 442 0 57 201 248
0.134998 0.139601 0 0.4936 0.939338 0.939832
0.342532 0.368175 0 0.479468 0.216617 0.167276
555 475 0 52 178 262
0.135001 0.1396 0 0.493601 0.939388 0.939805
0.349809 0.384505 0 0.458433 0.171052 0.182396
582 457 0 57 189 256
0.134998 0.1396 0 0.493604 0.939212 0.939817
0.312388 0.339104 0 0.477743 0.211399 0.154091
533 449 0 52 201 250
0.134996 0.139601 0 0.493617 0.939297 0.939823
0.329613 0.360307 0 0.490619 0.227653 0.166716
733 611 0 68 207 261
0.135002 0.139597 0 0.493603 0.939179 0.939816
0.342314 0.366004 0 0.478127 0.239077 0.193824
457 384 0 49 178 252
0.135003 0.139597 0 0.493597 0.939416 0.939837
0.317838 0.361803 0 0.433759 0.139731 0.148
607 527 0 60 199 255
0.135001 0.139603 0 0.493598 0.939288 0.939828
0.339344 0.362749 0 0.482582 0.22826 0.213962
422 371 0 41 187 249
0.134997 0.139602 0 0.493601 0.942522 0.939839
0.312668 0.363159 0 0.456991 0.167461 0.122759
394 331 0 43 191 246
0.134996 0.139602 0 0.493602 0.939334 0.939844
0.338432 0.365451 0 0.431721 0.21706 0.132262
686 624 0 60 202 254
0.135011 0.1396 0 0.493597 0.939121 0.939819
0.317265 0.353406 0 0.51043 0.306104 0.211435
508 456 0 62 182 248
0.134998 0.139604 0 0.493599 0.939382 0.939809
0.340372 0.360238 0 0.523691 0.1855 0.151412
498 400 0 38 203 242
