pi0_count	pi+_count	kaon0_count	kaon+_count	proton_count	neutron_count
pi0_mass	pi+_mass	kaon0_mass	kaon+_mass	proton_mass	neutron_mass
pi0_pt	pi+_pt	kaon0_pt	kaon+_pt	proton_pt	neutron_pt
0.134998 0.139603 0 0.493603 0.939523 0.939859
0.336232 0.361671 0 0.475939 0.144094 0.109318
476 367 0 46 187 260
0.135 0.13961 0 0.493597 0.939378 0.939933
0.347173 0.357711 0 0.394378 0.179813 0.178329
430 418 0 51 187 259
0.135001 0.139598 0 0.493612 0.939332 0.939808
0.332973 0.379324 0 0.513078 0.212769 0.182991
390 302 0 42 172 250
0.135006 0.1396 0 0.493603 0.939506 0.939835
0.329827 0.349602 0 0.475602 0.133225 0.120628
658 542 0 62 205 251
0.135003 0.139598 0 0.493597 0.939162 0.939792
0.34716 0.363467 0 0.546854 0.265721 0.205889
577 495 0 59 190 256
0.135 0.139608 0 0.493602 0.939288 0.939809
0.323547 0.34917 0 0.515931 0.205775 0.16207
465 424 0 43 193 250
0.135001 0.139597 0 0.493604 0.939339 0.939812
0.335682 0.356322 0 0.484609 0.201997 0.167912
298 241 0 24 163 255
0.135002 0.139605 0 0.493601 0.93961 0.939855
0.344002 0.374457 0 0.508175 0.117305 0.0996977
404 353 0 43 193 253
0.134999 0.139603 0 0.493603 0.93937 0.939834
0.37126 0.362042 0 0.518259 0.198125 0.134242
593 512 0 69 196 261
0.135005 0.139602 0 0.493595 0.9393 0.940876
0.363973 0.375365 0 0.504379 0.218092 0.188471
432 401 0 41 187 252
0.134994 0.139597 0 0.493605 0.939361 0.939839
0.350293 0.365857 0 0.479995 0.19402 0.139388
444 374 0 27 189 244
0.134993 0.139601 0 0.493601 0.940297 0.939845
0.342725 0.359678 0 0.456827 0.184444 0.134206
602 498 0 54 204 249
0.134999 0.139595 0 0.493602 0.939206 0.939814
0.334013 0.360225 0 0.368592 0.211257 0.184866
497 417 0 47 172 265
0.135001 0.139602 0 0.493601 0.939446 0.939817
0.357184 0.359958 0 0.512346 0.162654 0.174974
488 439 0 52 200 252
0.135001 0.139599 0 0.4936 0.939314 0.939828
0.322895 0.343469 0 0.438394 0.194927 0.18535
659 568 0 75 204 253
0.135004 0.139598 0 0.493599 0.939149 0.93978
0.34119 0.367688 0 0.489451 0.266944 0.190228
510 463 0 62 184 254
0.135001 0.1396 0 0.493597 0.939426 0.939819
0.322483 0.35611 0 0.470377 0.159659 0.159673
507 484 0 49 200 246
0.135012 0.1396 0 0.493601 0.93928 0.93983
0.324524 0.366341 0 0.514582 0.223819 0.158108
609 552 0 67 212 246
0.135004 0.139604 0 0.493599 0.939195 0.939826
0.349703 0.369742 0 0.47172 0.263428 0.179451
482 433 0 46 208 233
0.135 0.139603 0 0.493601 0.939246 0.939839
0.337214 0.376812 0 0.462793 0.214672 0.133909
540 473 0 62 190 250
0.134999 0.139589 0 0.493597 0.939306 0.939832
0.337065 0.377732 0 0.436668 0.235191 0.165763
428 411 0 48 187 257
0.134979 0.139604 0 0.493601 0.939327 0.939822
0.358682 0.377793 0 0.452844 0.183263 0.149475
625 555 0 66 188 267
0.134998 0.139603 0 0.493599 0.939236 0.939801
0.328909 0.340028 0 0.538137 0.243478 0.210349
484 427 0 49 195 247
0.135001 0.139601 0 0.493598 0.939322 0.939821
0.337048 0.351763 0 0.485043 0.168037 0.182768
522 449 0 61 197 251
0.134999 0.139589 0 0.493599 0.939299 0.939822
0.360818 0.356333 0 0.461588 0.224742 0.204133
556 455 0 50 183 254
0.134999 0.139598 0 0.493599 0.939319 0.941339
0.343724 0.363516 0 0.507655 0.212951 0.161571
557 482 0 62 185 250
0.134995 0.139605 0 0.493593 0.93931 0.939819
0.327631 0.356713 0 0.448714 0.212315 0.136804
507 456 0 49 183 263
0.135001 0.139599 0 0.4936 0.939596 0.939838
0.333852 0.360624 0 0.561984 0.208369 0.174734
514 443 0 78 181 256
0.135 0.139582 0 0.493601 0.939279 0.939825
0.333536 0.354904 0 0.46069 0.182606 0.188814
574 496 0 62 190 260
0.135 0.139608 0 0.493597 0.93932 0.939824
0.330515 0.366636 0 0.468292 0.233795 0.192442
801 623 0 77 200 250
0.134997 0.1396 0 0.4936 0.939154 0.9398
0.339375 0.375632 0 0.465762 0.285617 0.202817
485 399 0 58 211 238
0.134997 0.139601 0 0.493606 0.939307 0.93983
0.343568 0.354668 0 0.504152 0.200878 0.146888
471 397 0 38 179 253
0.135 0.13961 0 0.493607 0.939472 0.939836
0.334412 0.365454 0 0.557281 0.150034 0.148191
627 573 0 58 199 258
0.134988 0.139603 0 0.493599 0.939188 0.939807
0.344535 0.382274 0 0.518479 0.234428 0.191629
439 408 0 43 189 248
0.134995 0.1396 0 0.493599 0.939331 0.939846
0.344605 0.351196 0 0.495984 0.189093 0.128064
442 404 0 49 172 264
0.135 0.139612 0 0.493601 0.939465 0.939842
0.332449 0.382608 0 0.485283 0.147157 0.152282
783 649 0 61 196 253
0.134997 0.139595 0 0.493605 0.939134 0.939809
0.347874 0.357207 0 0.495604 0.27145 0.204575
403 363 0 38 184 247
0.134996 0.139596 0 0.493611 0.939332 0.939832
0.34228 0.348816 0 0.476956 0.202699 0.123409
545 468 0 56 172 250
0.135 0.139597 0 0.493601 0.93938 0.939821
0.371898 0.383656 0 0.440581 0.209189 0.171476
426 392 0 44 184 254
0.135001 0.139601 0 0.493593 0.939465 0.939829
0.346894 0.349942 0 0.395997 0.185335 0.134494
324 310 0 41 186 246
0.135 0.139599 0 0.493599 0.939398 0.939855
0.350669 0.333993 0 0.589928 0.165955 0.107615
398 318 0 34 193 256
0.134997 0.139614 0 0.493599 0.939366 0.939831
0.316789 0.372486 0 0.367052 0.192878 0.13764
358 315 0 27 192 243
0.134996 0.139603 0 0.493598 0.939408 0.939839
0.308494 0.332486 0 0.400962 0.193157 0.126992
494 391 0 47 193 258
0.135 0.139598 0 0.493596 0.939298 0.939818
0.331666 0.342328 0 0.426394 0.191744 0.186762
639 542 0 85 193 261
0.134998 0.139599 0 0.493602 0.939268 0.939814
0.339012 0.376997 0 0.489546 0.22715 0.2405
336 286 0 31 179 251
0.134996 0.139603 0 0.4936 0.939498 0.939847
0.342536 0.382886 0 0.431919 0.142842 0.138762
379 306 0 46 178 258
0.134999 0.139596 0 0.493599 0.939465 0.939843
0.353414 0.363711 0 0.422179 0.139868 0.132111
390 412 0 48 183 253
0.135003 0.139604 0 0.493634 0.939443 0.939823
0.350443 0.362767 0 0.405076 0.168794 0.15876
572 512 0 54 198 268
0.134996 0.139609 0 0.493601 0.939309 0.93981
0.350321 0.371214 0 0.474949 0.22357 0.200783
602 518 0 60 198 247
0.135 0.1396 0 0.493604 0.93922 0.939817
0.324264 0.363851 0 0.455211 0.252718 0.176921
597 533 0 65 203 260
0.134998 0.139609 0 0.493604 0.93918 0.939811
0.354754 0.386956 0 0.524102 0.263368 0.177046
426 379 0 57 180 254
0.135003 0.139605 0 0.493602 0.939428 0.939837
0.320176 0.365196 0 0.422337 0.143328 0.13806
560 535 0 41 191 253
0.135002 0.139608 0 0.493601 0.9404 0.939818
0.349316 0.355912 0 0.490628 0.180723 0.20856
682 600 0 65 179 264
0.134999 0.139611 0 0.493601 0.939351 0.939786
0.354177 0.368195 0 0.5349 0.222432 0.205934
490 423 0 46 204 245
0.135 0.139601 0 0.493601 0.939274 0.939834
0.328348 0.375212 0 0.468114 0.226662 0.136622
628 535 0 65 207 253
0.135012 0.139596 0 0.4936 0.939196 0.939817
0.351674 0.388564 0 0.45212 0.220999 0.184681
543 469 0 44 189 249
0.135011 0.139602 0 0.4936 0.939355 0.93984
0.343325 0.355106 0 0.542861 0.198705 0.143353
579 510 0 72 198 244
0.135002 0.139602 0 0.493596 0.939293 0.939817
0.349346 0.381142 0 0.484891 0.226226 0.172733
428 376 0 55 174 250
0.135 0.139602 0 0.4936 0.939439 0.939839
0.342571 0.385265 0 0.382998 0.143158 0.137895
574 532 0 48 206 243
0.135 0.139609 0 0.49359 0.93928 0.939806
0.331419 0.368171 0 0.419065 0.22186 0.174126
425 369 0 44 177 257
0.134994 0.139598 0 0.493601 0.939503 0.939836
0.331352 0.357047 0 0.425351 0.139367 0.115785
448 389 0 38 193 246
0.135007 0.139604 0 0.4936 0.939358 0.939857
0.338484 0.384729 0 0.441755 0.198417 0.113867
583 501 0 63 195 260
0.134997 0.139594 0 0.493602 0.939266 0.939807
0.335935 0.360643 0 0.463197 0.179724 0.21185
350 338 0 30 173 255
0.134994 0.139589 0 0.493598 0.939518 0.939829
0.339413 0.366723 0 0.456151 0.116472 0.143862
213 184 0 27 174 246
0.134993 0.139609 0 0.493591 0.939581 0.939876
0.326329 0.361607 0 0.48821 0.110438 0.0968368
514 417 0 56 201 251
0.134996 0.139599 0 0.4936 0.939282 0.939823
0.354068 0.368852 0 0.491716 0.222746 0.155443
587 563 0 69 174 279
0.134995 0.139597 0 0.493601 0.939196 0.939817
0.344818 0.368364 0 0.489221 0.248807 0.195041
300 266 0 36 172 261
0.135002 0.139605 0 0.493598 0.939519 0.939822
0.327311 0.350998 0 0.415439 0.134934 0.16185
525 456 0 71 193 263
0.135001 0.139605 0 0.493592 0.939329 0.940266
0.350669 0.365698 0 0.454983 0.212118 0.185446
862 733 0 84 224 239
0.135001 0.139603 0 0.493599 0.939313 0.939801
0.35105 0.386333 0 0.469456 0.295214 0.205357
534 430 0 47 185 246
0.135003 0.139603 0 0.493603 0.940335 0.939845
0.346523 0.351195 0 0.473569 0.221788 0.146315
608 504 0 39 193 264
0.134994 0.139605 0 0.4936 0.93929 0.939812
0.368817 0.366725 0 0.348538 0.199533 0.196031
616 502 0 62 194 250
0.134995 0.139598 0 0.493593 0.939292 0.939808
0.331272 0.360325 0 0.424349 0.218121 0.169637
489 410 0 64 191 245
0.134994 0.1396 0 0.4936 0.939372 0.939834
0.330913 0.373925 0 0.464908 0.213046 0.14202
533 504 0 57 188 251
0.135003 0.139614 0 0.493601 0.939387 0.941654
0.350595 0.373648 0 0.465888 0.193354 0.183776
544 510 0 60 195 253
0.135016 0.139601 0 0.493601 0.939319 0.939808
0.357704 0.366822 0 0.510679 0.199589 0.188523
424 363 0 46 179 259
0.135003 0.139599 0 0.493603 0.939504 0.939841
0.328974 0.358943 0 0.540359 0.145051 0.135396
531 414 0 54 191 246
0.135005 0.139603 0 0.493602 0.939407 0.939837
0.344191 0.362862 0 0.415192 0.14882 0.164946
406 335 0 50 186 250
0.135002 0.139602 0 0.493586 0.939383 0.939846
0.321461 0.363737 0 0.464516 0.178893 0.126823
464 408 0 50 182 256
0.134998 0.139587 0 0.493598 0.939364 0.939818
0.341422 0.362343 0 0.446966 0.163417 0.149261
518 509 0 64 182 256
0.134998 0.139597 0 0.493599 0.939326 0.939829
0.367159 0.383138 0 0.500475 0.233822 0.153131
478 426 0 59 187 256
0.135 0.139608 0 0.4936 0.939337 0.939846
0.336471 0.368899 0 0.436954 0.184729 0.146762
529 484 0 55 202 249
0.134993 0.1396 0 0.493601 0.939266 0.939823
0.340486 0.359858 0 0.543013 0.235806 0.205188
435 412 0 47 186 250
0.134999 0.139605 0 0.493596 0.939393 0.939837
0.337102 0.351507 0 0.485111 0.156921 0.14498
703 621 0 89 194 267
0.134995 0.1396 0 0.493599 0.939169 0.939786
0.339676 0.386589 0 0.500317 0.264906 0.221137
411 385 0 62 199 245
0.135 0.139601 0 0.493598 0.939378 0.939833
0.334816 0.370319 0 0.470561 0.181585 0.171997
473 445 0 52 191 257
0.134997 0.1396 0 0.493594 0.939323 0.939834
0.327008 0.352173 0 0.532534 0.191349 0.156637
612 573 0 65 194 264
0.134999 0.139592 0 0.493609 0.939282 0.939792
0.342993 0.3627 0 0.523738 0.203198 0.20664
444 333 0 54 181 260
0.134995 0.1396 0 0.493582 0.939401 0.939843
0.341826 0.345719 0 0.483254 0.140972 0.136444
623 519 0 74 199 257
0.135003 0.1396 0 0.493598 0.939222 0.939822
0.353863 0.348294 0 0.498598 0.232588 0.191309
418 395 0 50 190 254
0.135005 0.139593 0 0.493603 0.939368 0.939827
0.330472 0.346351 0 0.589075 0.156958 0.155175
486 443 0 41 194 256
0.135007 0.139597 0 0.4936 0.939284 0.939822
0.324838 0.354209 0 0.395312 0.214868 0.177712
498 388 0 57 185 246
0.135012 0.139597 0 0.493601 0.939371 0.93984
0.324825 0.362258 0 0.436772 0.166759 0.139577
471 402 0 50 190 251
0.134985 0.139599 0 0.493599 0.939415 0.939837
0.338948 0.358182 0 0.490746 0.178277 0.186008
465 416 0 50 191 246
0.135003 0.139598 0 0.493601 0.939379 0.939803
0.319037 0.382062 0 0.484024 0.175524 0.159549
552 459 0 50 195 250
0.134993 0.139594 0 0.493595 0.939302 0.939804
0.335752 0.367243 0 0.453845 0.223519 0.176651
617 559 0 74 173 271
0.134996 0.139599 0 0.493597 0.939325 0.939996
0.353897 0.369903 0 0.58438 0.21152 0.183522
527 466 0 45 194 254
0.134997 0.139601 0 0.493597 0.939306 0.93982
0.35307 0.372996 0 0.483361 0.193718 0.160599
716 642 0 63 197 266
0.134997 0.139601 0 0.493598 0.939168 0.939801
0.352891 0.365119 0 0.463198 0.260954 0.234511
563 457 0 57 193 244
0.135003 0.139599 0 0.493599 0.939335 0.939832
0.333851 0.342664 0 0.516769 0.196405 0.133873
491 443 0 48 196 259
0.134993 0.139603 0 0.493599 0.939309 0.93982
0.326469 0.358163 0 0.383015 0.213444 0.180001
474 441 0 59 179 249
0.134992 0.139608 0 0.493599 0.939422 0.939974
0.335836 0.360826 0 0.487802 0.161391 0.141549
424 359 0 49 176 244
0.135004 0.139602 0 0.493597 0.939433 0.939848
0.332698 0.380172 0 0.546747 0.160354 0.126848
354 337 0 38 189 246
0.134998 0.139598 0 0.493601 0.939394 0.939868
0.337767 0.361388 0 0.53326 0.205491 0.120534
426 401 0 56 175 260
0.135001 0.139595 0 0.4936 0.939412 0.939832
0.371445 0.366491 0 0.405136 0.180626 0.136105
352 320 0 39 187 250
0.135002 0.139598 0 0.493603 0.939512 0.939833
0.365281 0.342379 0 0.458073 0.120867 0.133719
342 318 0 22 179 247
0.135005 0.139595 0 0.493601 0.939472 0.939856
0.344427 0.358326 0 0.367746 0.13981 0.120964
509 423 0 53 195 248
0.135001 0.139607 0 0.49362 0.93925 0.939833
0.322228 0.354255 0 0.510524 0.230087 0.151979
512 501 0 47 198 250
0.135009 0.139603 0 0.4936 0.939247 0.939816
0.352296 0.355765 0 0.425147 0.225298 0.172718
429 378 0 32 183 264
0.135014 0.1396 0 0.493595 0.939362 0.939819
0.339049 0.362546 0 0.367006 0.179789 0.142669
504 449 0 56 184 251
0.134998 0.139606 0 0.4936 0.939379 0.939843
0.33243 0.369717 0 0.461954 0.178694 0.199407
476 413 0 48 195 245
0.134996 0.139597 0 0.493602 0.93933 0.939835
0.336952 0.37504 0 0.540831 0.190764 0.129071
789 677 0 75 216 254
0.135003 0.139599 0 0.493601 0.939159 0.939782
0.347806 0.374974 0 0.552847 0.261266 0.216887
556 483 0 51 190 263
0.135001 0.139605 0 0.493598 0.939305 0.939807
0.33439 0.379284 0 0.455574 0.222748 0.183355
634 554 0 72 201 263
0.134997 0.1396 0 0.493604 0.939222 0.939801
0.342927 0.36715 0 0.447048 0.236497 0.192929
590 500 0 64 187 246
0.134998 0.139601 0 0.493592 0.940288 0.939834
0.343348 0.342577 0 0.561284 0.203929 0.143383
669 599 0 50 202 259
0.135009 0.139599 0 0.493602 0.939237 0.939809
0.33232 0.361717 0 0.563685 0.24468 0.162094
463 356 0 39 188 239
0.134989 0.139598 0 0.493602 0.93929 0.939845
0.325147 0.350722 0 0.415368 0.215444 0.129114
1010 849 0 95 202 285
0.135005 0.139598 0 0.4936 0.939104 0.93977
0.343143 0.353515 0 0.487727 0.288673 0.264739
1054 913 0 120 224 261
0.134998 0.1396 0 0.493601 0.939129 0.939772
0.347701 0.364643 0 0.490846 0.270176 0.344097
473 410 0 46 188 241
0.134999 0.139603 0 0.493585 0.939355 0.939829
0.364064 0.366462 0 0.488186 0.163202 0.151542
497 419 0 62 190 246
0.135001 0.139599 0 0.493599 0.939615 0.939825
0.316764 0.380661 0 0.431596 0.212238 0.143482
467 444 0 51 194 253
0.135002 0.139602 0 0.493598 0.939387 0.939831
0.354245 0.381853 0 0.484881 0.186408 0.14926
658 556 0 68 210 252
0.134992 0.139598 0 0.493622 0.939179 0.939807
0.339122 0.360411 0 0.464011 0.291563 0.174813
748 651 0 72 206 260
0.134995 0.1396 0 0.493594 0.93913 0.939799
0.336539 0.353026 0 0.566113 0.274468 0.21075
485 396 0 61 194 249
0.134994 0.139599 0 0.493601 0.939349 0.939835
0.337478 0.36874 0 0.473117 0.181688 0.144281
734 646 0 70 208 271
0.135007 0.139599 0 0.493597 0.939126 0.939793
0.364072 0.3619 0 0.462593 0.271347 0.208665
307 253 0 24 171 239
0.134993 0.139595 0 0.493604 0.939539 0.939861
0.346711 0.384452 0 0.488733 0.112793 0.0995768
677 571 0 80 191 268
0.134996 0.139603 0 0.493602 0.939169 0.939778
0.348608 0.381402 0 0.550413 0.259483 0.220447
580 483 0 61 197 260
0.134999 0.139609 0 0.493599 0.939228 0.939821
0.366081 0.361432 0 0.486973 0.248566 0.195664
435 404 0 43 183 260
0.134999 0.139604 0 0.4936 0.939457 0.939822
0.33456 0.370111 0 0.438966 0.156074 0.175779
432 332 0 41 182 255
0.134999 0.139595 0 0.4936 0.939453 0.939831
0.366862 0.352555 0 0.533422 0.16332 0.138351
357 312 0 37 173 248
0.135004 0.139608 0 0.493604 0.939484 0.939851
0.308826 0.355041 0 0.484761 0.167298 0.118432
672 598 0 58 206 254
0.135 0.139599 0 0.493596 0.939234 0.939808
0.355274 0.371653 0 0.46358 0.228822 0.218559
531 443 0 58 175 251
0.134998 0.1396 0 0.4936 0.939367 0.93982
0.339413 0.363582 0 0.500309 0.206242 0.158104
443 395 0 47 188 262
0.134987 0.139594 0 0.493599 0.93935 0.93981
0.334764 0.357141 0 0.515696 0.190263 0.168282
475 452 0 52 183 250
0.134999 0.139588 0 0.493602 0.939317 0.939827
0.352073 0.354477 0 0.478301 0.195099 0.188643
480 437 0 58 184 259
0.134996 0.139604 0 0.493598 0.939327 0.939838
0.345362 0.358198 0 0.480409 0.21878 0.163855
487 445 0 40 190 248
0.135 0.139598 0 0.493605 0.939395 0.939846
0.325055 0.336511 0 0.48439 0.190551 0.118798
500 471 0 65 179 270
0.135001 0.139601 0 0.493594 0.939326 0.939808
0.336948 0.372744 0 0.474868 0.215659 0.198263
499 421 0 59 178 256
0.135003 0.139598 0 0.493591 0.939328 0.939835
0.343163 0.355181 0 0.457259 0.206955 0.158325
434 364 0 44 175 264
0.134999 0.139602 0 0.493602 0.939388 0.939846
0.33607 0.376388 0 0.517502 0.168143 0.133719
519 484 0 51 176 266
0.134998 0.139609 0 0.493598 0.939381 0.939822
0.344753 0.379224 0 0.428174 0.192406 0.176021
503 382 0 53 177 251
0.134992 0.139602 0 0.493597 0.939395 0.939839
0.334182 0.361596 0 0.465967 0.165549 0.119824
622 514 0 65 200 254
0.134998 0.1396 0 0.493602 0.939139 0.939823
0.343784 0.377825 0 0.484522 0.275155 0.151564
580 508 0 51 174 259
0.134999 0.139601 0 0.493598 0.939398 0.939831
0.366877 0.367743 0 0.526525 0.178496 0.169331
452 442 0 45 184 247
0.134995 0.139599 0 0.493605 0.939423 0.939796
0.34352 0.38267 0 0.438567 0.162802 0.174504
603 559 0 58 182 260
0.135005 0.139595 0 0.4936 0.939275 0.939825
0.345629 0.374528 0 0.489291 0.196305 0.200068
503 414 0 68 197 237
0.134999 0.139602 0 0.493605 0.939338 0.939832
0.330288 0.371372 0 0.457852 0.221829 0.163591
666 557 0 70 192 254
0.134999 0.1396 0 0.4936 0.939258 0.939803
0.341565 0.381912 0 0.431588 0.202063 0.185012
610 561 0 65 190 266
0.135 0.139601 0 0.4936 0.939274 0.93982
0.310412 0.356153 0 0.422984 0.239895 0.175992
696 576 0 61 216 256
0.135001 0.139607 0 0.493601 0.939208 0.939804
0.356694 0.343981 0 0.493271 0.262665 0.176701
504 468 0 38 184 261
0.134994 0.139601 0 0.4936 0.939372 0.939823
0.337876 0.35166 0 0.480439 0.178782 0.173849
652 586 0 68 184 261
0.134995 0.139603 0 0.4936 0.939274 0.939799
0.351398 0.388008 0 0.499898 0.275175 0.216156
380 327 0 50 171 244
0.134999 0.139602 0 0.493602 0.93955 0.939855
0.329832 0.386928 0 0.509642 0.112263 0.107628
535 485 0 56 213 247
0.135002 0.1396 0 0.493605 0.939228 0.939824
0.339087 0.353257 0 0.499344 0.243488 0.159122
396 358 0 50 198 244
0.134999 0.139603 0 0.493593 0.939335 0.93983
0.351983 0.334745 0 0.407385 0.211882 0.136342
505 440 0 49 193 246
0.135005 0.1396 0 0.49362 0.939331 0.939831
0.337311 0.372913 0 0.49445 0.184489 0.151579
477 419 0 60 202 244
0.135 0.139606 0 0.493603 0.939344 0.939816
0.337362 0.380439 0 0.466664 0.174791 0.194885
475 394 0 58 184 274
0.134999 0.139597 0 0.4936 0.939405 0.939809
0.323477 0.356942 0 0.495622 0.172769 0.158517
550 467 0 53 197 243
0.134999 0.1396 0 0.493599 0.939298 0.939818
0.309792 0.354794 0 0.555076 0.202662 0.164041
274 217 0 25 176 242
0.135002 0.139601 0 0.493599 0.93957 0.939871
0.325238 0.383548 0 0.499343 0.0909752 0.0825989
620 515 0 57 194 269
0.135001 0.139594 0 0.493594 0.939168 0.939819
0.338627 0.372438 0 0.496469 0.286351 0.198734
474 398 0 45 187 252
0.135002 0.139601 0 0.493594 0.939354 0.939829
0.340657 0.349697 0 0.486989 0.196957 0.152835
640 545 0 65 195 257
0.135008 0.139604 0 0.4936 0.939283 0.939816
0.329474 0.374056 0 0.404964 0.222686 0.192324
598 548 0 64 183 258
0.135 0.139609 0 0.493603 0.939272 0.939807
0.361095 0.367817 0 0.490966 0.223723 0.169264
640 558 0 79 212 248
0.135003 0.139599 0 0.493601 0.939137 0.939811
0.354482 0.369682 0 0.432399 0.286726 0.193917
510 448 0 56 187 258
0.134998 0.139601 0 0.4936 0.939334 0.939798
0.331061 0.34585 0 0.444872 0.177526 0.170051
583 500 0 54 199 251
0.134994 0.139601 0 0.493602 0.93946 0.939821
0.312886 0.366599 0 0.466704 0.243859 0.18108
352 330 0 40 188 237
0.135001 0.139598 0 0.493598 0.939422 0.939842
0.337643 0.371452 0 0.455923 0.155737 0.106208
509 486 0 61 192 254
0.135008 0.139599 0 0.493603 0.941017 0.939834
0.356402 0.366007 0 0.446888 0.267611 0.177005
571 481 0 61 192 262
0.135006 0.139598 0 0.493601 0.939283 0.940822
0.324619 0.37071 0 0.519643 0.217139 0.161485
341 283 0 27 180 248
0.135002 0.139607 0 0.493601 0.93943 0.939857
0.308794 0.334238 0 0.498008 0.16993 0.0889313
298 251 0 26 175 244
0.134998 0.139601 0 0.493598 0.93954 0.939858
0.330684 0.365442 0 0.397545 0.139645 0.109887
567 516 0 55 182 273
0.135003 0.139606 0 0.4936 0.939363 0.939806
0.370067 0.386534 0 0.464032 0.216625 0.200598
778 698 0 68 200 259
0.135 0.139596 0 0.493597 0.94141 0.939783
0.339825 0.367827 0 0.461821 0.234641 0.237876
511 455 0 58 180 258
0.134999 0.139596 0 0.4936 0.939302 0.939834
0.335786 0.341514 0 0.421192 0.227983 0.142521
469 422 0 50 185 257
0.135001 0.139601 0 0.493595 0.939393 0.939829
0.341797 0.349182 0 0.445568 0.178223 0.143711
577 507 0 44 189 256
0.134999 0.139606 0 0.493601 0.939275 0.939821
0.327191 0.362019 0 0.438962 0.24031 0.173381
388 329 0 43 181 254
0.135 0.139594 0 0.493593 0.939426 0.939855
0.331479 0.350486 0 0.492188 0.163644 0.104161
420 335 0 44 183 253
0.134996 0.139605 0 0.4936 0.939466 0.939847
0.332654 0.362123 0 0.503911 0.14926 0.137466
594 501 0 80 184 258
0.135002 0.1396 0 0.493601 0.939238 0.939818
0.329148 0.363828 0 0.445779 0.202182 0.180526
599 507 0 66 188 252
0.135 0.139606 0 0.4936 0.939314 0.939784
0.349407 0.350029 0 0.539995 0.227625 0.221333
476 409 0 41 176 260
0.134998 0.139592 0 0.493601 0.939561 0.939846
0.340306 0.353375 0 0.509125 0.206296 0.148134
378 325 0 43 184 245
0.135004 0.139601 0 0.493603 0.939455 0.939843
0.328138 0.387065 0 0.472 0.179775 0.108806
537 469 0 58 205 256
0.135002 0.139602 0 0.493601 0.939226 0.939816
0.371599 0.366833 0 0.481012 0.249592 0.189223
480 409 0 49 185 259
0.135004 0.139601 0 0.493592 0.939371 0.939811
0.348698 0.368009 0 0.4482 0.194294 0.161701
540 457 0 53 198 249
0.135005 0.139599 0 0.4936 0.939274 0.939826
0.341892 0.369685 0 0.493463 0.254009 0.141128
314 300 0 46 177 245
0.135001 0.139596 0 0.493602 0.939537 0.939852
0.356662 0.368158 0 0.515665 0.116355 0.132021
416 310 0 36 187 243
0.134999 0.139599 0 0.493603 0.939418 0.939859
0.34724 0.378454 0 0.622328 0.146492 0.113738
463 418 0 54 195 250
0.135002 0.1396 0 0.4936 0.939362 0.939837
0.3419 0.360768 0 0.468027 0.189134 0.148796
458 431 0 42 186 250
0.134993 0.139603 0 0.493601 0.939421 0.939827
0.327191 0.337528 0 0.533764 0.18762 0.149106
405 357 0 44 171 255
0.134999 0.1396 0 0.493598 0.939432 0.939839
0.346746 0.353524 0 0.417954 0.120466 0.136821
416 384 0 39 176 264
0.134997 0.1396 0 0.493598 0.939376 0.939815
0.343935 0.364112 0 0.484456 0.178636 0.166964
446 368 0 38 194 238
0.135007 0.139591 0 0.493597 0.939442 0.939842
0.330499 0.344925 0 0.463453 0.147718 0.12627
665 637 0 67 212 261
0.135 0.139599 0 0.493601 0.939152 0.939812
0.337519 0.361076 0 0.452476 0.288942 0.188799
365 312 0 31 186 252
0.134999 0.139596 0 0.493603 0.939398 0.939846
0.322888 0.346048 0 0.446499 0.169942 0.123047
424 372 0 45 188 244
0.135 0.139601 0 0.493599 0.939378 0.939844
0.353547 0.366377 0 0.393997 0.189357 0.120698
503 409 0 62 180 248
0.135008 0.139602 0 0.493602 0.939406 0.939841
0.350205 0.372215 0 0.481261 0.209018 0.149282
651 579 0 66 187 277
0.135002 0.139601 0 0.4936 0.939204 0.939803
0.331254 0.375666 0 0.520722 0.264751 0.191844
434 382 0 42 182 254
0.135004 0.139604 0 0.4936 0.939341 0.939828
0.34112 0.351558 0 0.445691 0.220387 0.153408
429 394 0 48 182 265
0.135008 0.1396 0 0.493601 0.939459 0.939818
0.329715 0.356087 0 0.459523 0.143965 0.160818
723 614 0 85 196 272
0.134999 0.139596 0 0.493594 0.939118 0.93979
0.327876 0.36326 0 0.514387 0.267429 0.210613
564 469 0 66 188 266
0.134988 0.139604 0 0.493596 0.939344 0.93981
0.348818 0.364655 0 0.476407 0.208646 0.180547
706 561 0 68 195 261
0.134993 0.139601 0 0.4936 0.939229 0.939806
0.337932 0.373544 0 0.448742 0.251812 0.178566
832 687 0 98 207 264
0.135001 0.139604 0 0.493592 0.939085 0.939795
0.344709 0.367502 0 0.489315 0.278787 0.23829
493 433 0 53 185 250
0.135003 0.139598 0 0.493601 0.93938 0.939817
0.323884 0.372933 0 0.389484 0.200371 0.18306
427 387 0 48 187 255
0.134998 0.139603 0 0.4936 0.939387 0.939823
0.335787 0.370404 0 0.487116 0.178039 0.194786
445 394 0 59 185 247
0.135003 0.139596 0 0.493594 0.939409 0.939827
0.34919 0.342442 0 0.542081 0.19592 0.167336
478 413 0 45 195 236
0.134998 0.139599 0 0.4936 0.939382 0.939827
0.32725 0.348533 0 0.457473 0.203482 0.127038
618 522 0 59 202 252
0.135 0.139601 0 0.493599 0.939276 0.939802
